iso3c	country	description	value	units	year	source
PLW	Palau	composition_metal_percent	10.0	Percent	2014	World Bank
PLW	Palau	composition_other_percent	9.0	Percent	2014	World Bank
PLW	Palau	composition_paper_cardboard_percent	15.0	Percent	2014	World Bank
PLW	Palau	composition_plastic_percent	32.0	Percent	2014	World Bank
PLW	Palau	composition_rubber_leather_percent	1.0	Percent	2014	World Bank
PLW	Palau	composition_yard_garden_green_waste_percent	2.0	Percent	2014	World Bank
PNG	Papua New Guinea	composition_food_organic_waste_percent	31.0	Percent	2014	World Bank
PNG	Papua New Guinea	composition_other_percent	42.0	Percent	2014	World Bank
PNG	Papua New Guinea	composition_paper_cardboard_percent	16.6	Percent	2014	World Bank
PNG	Papua New Guinea	composition_plastic_percent	10.0	Percent	2014	World Bank
POL	Poland	composition_food_organic_waste_percent	37.27	Percent	2010	World Bank
POL	Poland	composition_glass_percent	10.07	Percent	2010	World Bank
POL	Poland	composition_metal_percent	2.17	Percent	2010	World Bank
POL	Poland	composition_other_percent	26.69	Percent	2010	World Bank
POL	Poland	composition_paper_cardboard_percent	11.27	Percent	2010	World Bank
POL	Poland	composition_plastic_percent	12.13	Percent	2010	World Bank
POL	Poland	composition_wood_percent	0.4	Percent	2010	World Bank
PRI	Puerto Rico	composition_food_organic_waste_percent	13.1	Percent	2003	World Bank
PRI	Puerto Rico	composition_glass_percent	2.4	Percent	2003	World Bank
PRI	Puerto Rico	composition_metal_percent	10.4	Percent	2003	World Bank
PRI	Puerto Rico	composition_other_percent	23.8	Percent	2003	World Bank
PRI	Puerto Rico	composition_paper_cardboard_percent	19.4	Percent	2003	World Bank
PRI	Puerto Rico	composition_plastic_percent	10.4	Percent	2003	World Bank
PRI	Puerto Rico	composition_yard_garden_green_waste_percent	20.5	Percent	2003	World Bank
PRT	Portugal	composition_food_organic_waste_percent	36.49	Percent	2015	World Bank
PRT	Portugal	composition_glass_percent	6.73	Percent	2015	World Bank
PRT	Portugal	composition_metal_percent	1.85	Percent	2015	World Bank
PRT	Portugal	composition_other_percent	27.680000000000003	Percent	2015	World Bank
PRT	Portugal	composition_paper_cardboard_percent	13.64	Percent	2015	World Bank
PRT	Portugal	composition_plastic_percent	10.72	Percent	2015	World Bank
PRT	Portugal	composition_wood_percent	0.93	Percent	2015	World Bank
PRT	Portugal	composition_yard_garden_green_waste_percent	1.94	Percent	2015	World Bank
PSE	Palestine, State of	composition_food_organic_waste_percent	59.1	Percent	2012	World Bank
PSE	Palestine, State of	composition_glass_percent	2.4	Percent	2012	World Bank
PSE	Palestine, State of	composition_metal_percent	2.7	Percent	2012	World Bank
PSE	Palestine, State of	composition_other_percent	11.5	Percent	2012	World Bank
PSE	Palestine, State of	composition_paper_cardboard_percent	10.1	Percent	2012	World Bank
PSE	Palestine, State of	composition_plastic_percent	14.2	Percent	2012	World Bank
PYF	French Polynesia	composition_food_organic_waste_percent	47.0	Percent	2012	World Bank
PYF	French Polynesia	composition_glass_percent	3.0	Percent	2012	World Bank
PYF	French Polynesia	composition_metal_percent	3.0	Percent	2012	World Bank
PYF	French Polynesia	composition_other_percent	29.0	Percent	2012	World Bank
PYF	French Polynesia	composition_paper_cardboard_percent	16.0	Percent	2012	World Bank
PYF	French Polynesia	composition_plastic_percent	2.0	Percent	2012	World Bank
QAT	Qatar	composition_food_organic_waste_percent	57.0	Percent	2016	World Bank
QAT	Qatar	composition_glass_percent	4.0	Percent	2016	World Bank
QAT	Qatar	composition_metal_percent	9.0	Percent	2016	World Bank
QAT	Qatar	composition_other_percent	5.0	Percent	2016	World Bank
QAT	Qatar	composition_paper_cardboard_percent	11.0	Percent	2016	World Bank
QAT	Qatar	composition_plastic_percent	14.0	Percent	2016	World Bank
ROU	Romania	composition_food_organic_waste_percent	56.26	Percent	2014	World Bank
ROU	Romania	composition_glass_percent	4.89	Percent	2014	World Bank
ROU	Romania	composition_metal_percent	2.5	Percent	2014	World Bank
ROU	Romania	composition_other_percent	10.68	Percent	2014	World Bank
ROU	Romania	composition_paper_cardboard_percent	11.34	Percent	2014	World Bank
ROU	Romania	composition_plastic_percent	12.33	Percent	2014	World Bank
ROU	Romania	composition_wood_percent	2.0	Percent	2014	World Bank
RUS	Russian Federation	composition_food_organic_waste_percent	28.41	Percent	2013	World Bank
RUS	Russian Federation	composition_glass_percent	16.82	Percent	2013	World Bank
RUS	Russian Federation	composition_metal_percent	1.83	Percent	2013	World Bank
RUS	Russian Federation	composition_other_percent	19.03	Percent	2013	World Bank
RUS	Russian Federation	composition_paper_cardboard_percent	19.7	Percent	2013	World Bank
RUS	Russian Federation	composition_plastic_percent	14.21	Percent	2013	World Bank
SAU	Saudi Arabia	composition_food_organic_waste_percent	45.5	Percent	2015	World Bank
SAU	Saudi Arabia	composition_glass_percent	4.0	Percent	2015	World Bank
SAU	Saudi Arabia	composition_metal_percent	5.0	Percent	2015	World Bank
SAU	Saudi Arabia	composition_other_percent	2.5	Percent	2015	World Bank
SAU	Saudi Arabia	composition_paper_cardboard_percent	27.0	Percent	2015	World Bank
SAU	Saudi Arabia	composition_plastic_percent	11.0	Percent	2015	World Bank
SAU	Saudi Arabia	composition_wood_percent	5.0	Percent	2015	World Bank
SDN	Sudan	composition_food_organic_waste_percent	51.4	Percent	2011	World Bank
SDN	Sudan	composition_glass_percent	3.5	Percent	2011	World Bank
SDN	Sudan	composition_metal_percent	1.7	Percent	2011	World Bank
SDN	Sudan	composition_other_percent	18.9	Percent	2003	World Bank
SDN	Sudan	composition_paper_cardboard_percent	11.8	Percent	2011	World Bank
SDN	Sudan	composition_plastic_percent	12.7	Percent	2011	World Bank
SEN	Senegal	composition_food_organic_waste_percent	12.0	Percent	2016	World Bank
SEN	Senegal	composition_glass_percent	2.0	Percent	2016	World Bank
SEN	Senegal	composition_metal_percent	2.0	Percent	2016	World Bank
SEN	Senegal	composition_other_percent	68.0	Percent	2016	World Bank
SEN	Senegal	composition_paper_cardboard_percent	5.0	Percent	2016	World Bank
SEN	Senegal	composition_plastic_percent	9.0	Percent	2016	World Bank
SEN	Senegal	composition_wood_percent	2.0	Percent	2016	World Bank
SGP	Singapore	composition_food_organic_waste_percent	10.51	Percent	2017	World Bank
SGP	Singapore	composition_glass_percent	0.93	Percent	2017	World Bank
SGP	Singapore	composition_metal_percent	19.12	Percent	2017	World Bank
SGP	Singapore	composition_other_percent	32.3	Percent	2017	World Bank
SGP	Singapore	composition_paper_cardboard_percent	14.86	Percent	2017	World Bank
SGP	Singapore	composition_plastic_percent	10.58	Percent	2017	World Bank
SGP	Singapore	composition_rubber_leather_percent	1.96	Percent	2017	World Bank
SGP	Singapore	composition_wood_percent	5.5	Percent	2017	World Bank
SGP	Singapore	composition_yard_garden_green_waste_percent	4.26	Percent	2017	World Bank
SLB	Solomon Islands	composition_food_organic_waste_percent	42.8	Percent	2011	World Bank
SLB	Solomon Islands	composition_glass_percent	6.65	Percent	2011	World Bank
SLB	Solomon Islands	composition_metal_percent	13.15	Percent	2011	World Bank
SLB	Solomon Islands	composition_other_percent	3.7	Percent	2011	World Bank
SLB	Solomon Islands	composition_paper_cardboard_percent	6.45	Percent	2011	World Bank
SLB	Solomon Islands	composition_plastic_percent	22.35	Percent	2011	World Bank
SLB	Solomon Islands	composition_rubber_leather_percent	4.9	Percent	2011	World Bank
SLV	El Salvador	composition_food_organic_waste_percent	65.0	Percent	2011	World Bank
SLV	El Salvador	composition_glass_percent	4.0	Percent	2011	World Bank
SLV	El Salvador	composition_metal_percent	2.0	Percent	2011	World Bank
SLV	El Salvador	composition_other_percent	7.0	Percent	2010	World Bank
SLV	El Salvador	composition_paper_cardboard_percent	12.0	Percent	2011	World Bank
SLV	El Salvador	composition_plastic_percent	10.0	Percent	2011	World Bank
SMR	San Marino	composition_food_organic_waste_percent	5.35	Percent	2016	World Bank
SMR	San Marino	composition_glass_percent	5.61	Percent	2016	World Bank
SMR	San Marino	composition_metal_percent	0.9	Percent	2016	World Bank
SMR	San Marino	composition_other_percent	65.56	Percent	2016	World Bank
SMR	San Marino	composition_paper_cardboard_percent	13.21	Percent	2016	World Bank
SMR	San Marino	composition_plastic_percent	5.6	Percent	2016	World Bank
SMR	San Marino	composition_wood_percent	1.28	Percent	2016	World Bank
SMR	San Marino	composition_yard_garden_green_waste_percent	2.49	Percent	2016	World Bank
SRB	Serbia	composition_food_organic_waste_percent	37.62	Percent	2012	World Bank
SRB	Serbia	composition_glass_percent	5.44	Percent	2012	World Bank
SRB	Serbia	composition_metal_percent	1.38	Percent	2012	World Bank
SRB	Serbia	composition_other_percent	16.72	Percent	2012	World Bank
SRB	Serbia	composition_paper_cardboard_percent	13.57	Percent	2012	World Bank
SRB	Serbia	composition_plastic_percent	12.73	Percent	2012	World Bank
SRB	Serbia	composition_rubber_leather_percent	0.4	Percent	2012	World Bank
SRB	Serbia	composition_yard_garden_green_waste_percent	12.14	Percent	2012	World Bank
SUR	Suriname	composition_food_organic_waste_percent	57.0	Percent	2002	World Bank
SUR	Suriname	composition_glass_percent	3.0	Percent	2002	World Bank
SUR	Suriname	composition_metal_percent	3.0	Percent	2002	World Bank
SUR	Suriname	composition_other_percent	24.0	Percent	2002	World Bank
SUR	Suriname	composition_plastic_percent	11.0	Percent	2002	World Bank
SVK	Slovakia	composition_food_organic_waste_percent	42.0	Percent	2013	World Bank
SVK	Slovakia	composition_glass_percent	19.0	Percent	2013	World Bank
SVK	Slovakia	composition_metal_percent	2.0	Percent	2013	World Bank
SVK	Slovakia	composition_other_percent	1.0	Percent	2013	World Bank
SVK	Slovakia	composition_paper_cardboard_percent	25.0	Percent	2013	World Bank
SVK	Slovakia	composition_plastic_percent	11.0	Percent	2013	World Bank
SWE	Sweden	composition_food_organic_waste_percent	23.34	Percent	2014	World Bank
SWE	Sweden	composition_glass_percent	9.15	Percent	2014	World Bank
SWE	Sweden	composition_metal_percent	9.2	Percent	2014	World Bank
SWE	Sweden	composition_paper_cardboard_percent	36.4	Percent	2014	World Bank
SWE	Sweden	composition_plastic_percent	6.58	Percent	2014	World Bank
SWE	Sweden	composition_yard_garden_green_waste_percent	15.33	Percent	2014	World Bank
SXM	Sint Maarten (Dutch part)	composition_food_organic_waste_percent	46.0	Percent	2015	World Bank
SXM	Sint Maarten (Dutch part)	composition_glass_percent	7.0	Percent	2015	World Bank
SXM	Sint Maarten (Dutch part)	composition_metal_percent	7.0	Percent	2015	World Bank
SXM	Sint Maarten (Dutch part)	composition_other_percent	12.0	Percent	2015	World Bank
SXM	Sint Maarten (Dutch part)	composition_paper_cardboard_percent	15.0	Percent	2015	World Bank
SXM	Sint Maarten (Dutch part)	composition_plastic_percent	13.0	Percent	2015	World Bank
SYC	Seychelles	composition_food_organic_waste_percent	48.5	Percent	2003	World Bank
SYC	Seychelles	composition_glass_percent	5.2	Percent	2003	World Bank
SYC	Seychelles	composition_metal_percent	4.6	Percent	2003	World Bank
SYC	Seychelles	composition_other_percent	25.800000000000004	Percent	2003	World Bank
SYC	Seychelles	composition_paper_cardboard_percent	5.9	Percent	2003	World Bank
SYC	Seychelles	composition_plastic_percent	9.9	Percent	2003	World Bank
SYC	Seychelles	composition_rubber_leather_percent	0.2	Percent	2003	World Bank
SYC	Seychelles	composition_wood_percent	0.5	Percent	2003	World Bank
SYR	Syrian Arab Republic	composition_food_organic_waste_percent	57.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	composition_glass_percent	3.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	composition_metal_percent	4.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	composition_other_percent	22.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	composition_paper_cardboard_percent	7.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	composition_plastic_percent	7.0	Percent	2010	World Bank
TCA	Turks and Caicos Islands	composition_food_organic_waste_percent	21.8	Percent	2004	World Bank
TCA	Turks and Caicos Islands	composition_glass_percent	20.5	Percent	2004	World Bank
TCA	Turks and Caicos Islands	composition_metal_percent	7.6	Percent	2004	World Bank
TCA	Turks and Caicos Islands	composition_other_percent	2.4	Percent	2004	World Bank
TCA	Turks and Caicos Islands	composition_paper_cardboard_percent	31.5	Percent	2004	World Bank
TCA	Turks and Caicos Islands	composition_plastic_percent	16.3	Percent	2004	World Bank
TCD	Chad	composition_food_organic_waste_percent	70.0	Percent	2006	World Bank
TCD	Chad	composition_glass_percent	1.0	Percent	2006	World Bank
TCD	Chad	composition_metal_percent	2.0	Percent	2006	World Bank
TCD	Chad	composition_other_percent	18.0	Percent	2006	World Bank
TCD	Chad	composition_paper_cardboard_percent	3.0	Percent	2006	World Bank
TCD	Chad	composition_plastic_percent	6.0	Percent	2006	World Bank
TGO	Togo	composition_food_organic_waste_percent	38.0	Percent	2012	World Bank
TGO	Togo	composition_glass_percent	2.0	Percent	2012	World Bank
TGO	Togo	composition_metal_percent	4.0	Percent	2012	World Bank
TGO	Togo	composition_other_percent	42.0	Percent	2012	World Bank
TGO	Togo	composition_paper_cardboard_percent	4.0	Percent	2012	World Bank
TGO	Togo	composition_plastic_percent	10.0	Percent	2012	World Bank
THA	Thailand	composition_food_organic_waste_percent	65.52	Percent	2012	World Bank
THA	Thailand	composition_glass_percent	3.04	Percent	2012	World Bank
THA	Thailand	composition_metal_percent	1.85	Percent	2012	World Bank
THA	Thailand	composition_other_percent	4.74	Percent	2012	World Bank
THA	Thailand	composition_paper_cardboard_percent	7.6	Percent	2012	World Bank
THA	Thailand	composition_plastic_percent	17.59	Percent	2012	World Bank
THA	Thailand	composition_rubber_leather_percent	0.46	Percent	2012	World Bank
THA	Thailand	composition_wood_percent	0.8	Percent	2012	World Bank
TKM	Turkmenistan	composition_food_organic_waste_percent	16.18	Percent	2000	World Bank
TKM	Turkmenistan	composition_glass_percent	4.64	Percent	2000	World Bank
TKM	Turkmenistan	composition_metal_percent	11.44	Percent	2000	World Bank
TKM	Turkmenistan	composition_other_percent	62.540000000000006	Percent	2000	World Bank
TKM	Turkmenistan	composition_plastic_percent	2.19	Percent	2000	World Bank
TKM	Turkmenistan	composition_wood_percent	3.01	Percent	2000	World Bank
TLS	Timor-Leste	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
TLS	Timor-Leste	composition_glass_percent	5.5	Percent	2014	World Bank
TLS	Timor-Leste	composition_metal_percent	10.0	Percent	2014	World Bank
TLS	Timor-Leste	composition_other_percent	9.3	Percent	2014	World Bank
TLS	Timor-Leste	composition_paper_cardboard_percent	10.9	Percent	2014	World Bank
TLS	Timor-Leste	composition_plastic_percent	16.5	Percent	2014	World Bank
TLS	Timor-Leste	composition_rubber_leather_percent	4.2	Percent	2014	World Bank
TON	Tonga	composition_food_organic_waste_percent	51.3	Percent	2012	World Bank
TON	Tonga	composition_glass_percent	5.9	Percent	2012	World Bank
TON	Tonga	composition_metal_percent	9.0	Percent	2012	World Bank
TON	Tonga	composition_other_percent	8.9	Percent	2012	World Bank
TON	Tonga	composition_paper_cardboard_percent	7.4	Percent	2012	World Bank
TON	Tonga	composition_plastic_percent	13.4	Percent	2012	World Bank
TON	Tonga	composition_rubber_leather_percent	4.1	Percent	2012	World Bank
TTO	Trinidad and Tobago	composition_food_organic_waste_percent	27.15	Percent	2010	World Bank
TTO	Trinidad and Tobago	composition_glass_percent	10.15	Percent	2010	World Bank
TTO	Trinidad and Tobago	composition_metal_percent	3.74	Percent	2010	World Bank
TTO	Trinidad and Tobago	composition_other_percent	17.19	Percent	2010	World Bank
TTO	Trinidad and Tobago	composition_paper_cardboard_percent	22.6	Percent	2010	World Bank
TTO	Trinidad and Tobago	composition_plastic_percent	19.17	Percent	2010	World Bank
TUN	Tunisia	composition_food_organic_waste_percent	68.0	Percent	2014	World Bank
TUN	Tunisia	composition_glass_percent	2.0	Percent	2014	World Bank
TUN	Tunisia	composition_metal_percent	4.0	Percent	2014	World Bank
TUN	Tunisia	composition_other_percent	5.0	Percent	2014	World Bank
TUN	Tunisia	composition_paper_cardboard_percent	10.0	Percent	2014	World Bank
TUN	Tunisia	composition_plastic_percent	11.0	Percent	2014	World Bank
TUR	Turkey	composition_food_organic_waste_percent	64.0	Percent	1993	World Bank
TUR	Turkey	composition_glass_percent	2.0	Percent	1993	World Bank
TUR	Turkey	composition_metal_percent	1.0	Percent	1993	World Bank
TUR	Turkey	composition_other_percent	24.0	Percent	1993	World Bank
TUR	Turkey	composition_paper_cardboard_percent	6.0	Percent	1993	World Bank
TUR	Turkey	composition_plastic_percent	3.0	Percent	1993	World Bank
TUV	Tuvalu	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
TUV	Tuvalu	composition_glass_percent	5.5	Percent	2016	World Bank
TUV	Tuvalu	composition_metal_percent	10.0	Percent	2016	World Bank
TUV	Tuvalu	composition_other_percent	9.3	Percent	2016	World Bank
TUV	Tuvalu	composition_paper_cardboard_percent	10.9	Percent	2016	World Bank
TUV	Tuvalu	composition_plastic_percent	16.5	Percent	2016	World Bank
TUV	Tuvalu	composition_rubber_leather_percent	4.2	Percent	2016	World Bank
TWN	Taiwan, Province of China	composition_food_organic_waste_percent	23.34	Percent	2002	World Bank
